"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.67465,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.47515,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",98.92377,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",99.79937,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.2974,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.803924,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.453962,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.9083796,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.639801,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.167711,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.325349,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.2021815,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.4555647,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.8851313,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.50503,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.497319,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.722521,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.405407,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.969429,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.331402,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.847277,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.457183,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.162829,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.040952,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.588173,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",94.96259,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",96.59834,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",98.92191,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.8593,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",104.2341,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",107.2019,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",110.9081,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",114.4159,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",117.8952,,
"USA","United States","CP040000","CPI: 04 - Housing, water, electricity, gas and other fuels","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",120.9466,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.61792,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.190023,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6600554,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.519197,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-10.02131,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-3.634065,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.624893,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.011728,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.4611982,,
"USA","United States","CP070000","CPI: 07 - Transport","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-4.250852,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",102.4368,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",103.1445,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",102.2185,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",100.7406,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.83524,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",97.94495,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",98.48214,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",100.2036,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",101.9548,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.84837,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.5126,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.6625,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.2574,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.4498,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.2042,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.4251,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.6839,,
"USA","United States","CP060000","CPI: 06 - Health","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.2142,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",101.4068,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",103.6277,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",102.9437,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.3798,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",91.22017,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",87.90517,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",90.21259,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",93.83167,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",93.39892,,
"USA","United States","CP070000","CPI: 07 - Transport","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",89.42867,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.3150816,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.6865212,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.1243561,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.1050363,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.02375352,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3683412,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.8242372,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.03175471,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.7961585,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.110668,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.4152586,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.6908713,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.8977697,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.445851,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.7351201,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.164767,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.9007696,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.5484537,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.748028,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.747593,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.382161,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.96525,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.323896,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.741213,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.81994,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.449846,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.662488,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.091152,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.161041,,
"USA","United States","CP060000","CPI: 06 - Health","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.306857,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",101.1034,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",101.5554,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",101.7795,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",101.7295,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",99.44937,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",93.99646,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",92.80721,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",92.30922,,
"USA","United States","CP080000","CPI: 08 - Communication","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",94.48962,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.4152586,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.6908713,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.8977697,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.445851,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.7351201,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.164767,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.9007696,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.5484537,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.748028,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.747593,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",99.27552,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",99.95707,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",100.0814,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.97625,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.3683,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",101.1956,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.2277,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.0337,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",103.1669,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",99.39616,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",99.84058,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",100.0608,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",100.0117,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",98.31142,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",97.77008,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",92.40925,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",91.24008,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",90.7505,,
"USA","United States","CP080000","CPI: 08 - Communication","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",92.89408,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",101.3213,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",102.0213,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",101.1054,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",99.64359,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",98.91109,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",97.759,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",96.87842,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",97.40975,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",99.1125,,
"USA","United States","CP050000","CPI: 05 - Furnishings, household equipment and routine household maintenance","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",100.8446,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",99.63275,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",100.3167,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",100.4415,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",100.336,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",100.3598,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",100.7295,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",101.5598,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",101.592,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",102.4008,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",103.5382,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.382161,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.96525,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.323896,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.741213,,
